Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2022_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,20565.0
2022_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,11107.05
2022_Q3,Kildare,Non-Hazardous,Municipal Solid Waste,
2022_Q3,Kildare,Non-Hazardous,Organic Waste,9993.69
2022_Q4,Nan,Hazardous,Chemical Waste,6678.35
2022_Q3,Kilkenny,Hazardous,Electronic Waste,17705.44
2022_Q2,Kilkenny,Hazardous,Industrial Hazardous Waste,13872.0
2022_Q1,Kilkenny,Hazardous,Medical Waste,14687.86
2022_Q3,Kilkenny,Non-Hazardous,Agricultural Waste,19235.07
2022_Q4,Kilkenny,Non-Hazardous,Construction and Demolition Waste,20694.07
2022_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,8088.0
2022_Q3,Kilkenny,Non-Hazardous,Municipal Solid Waste,20396.5
2022_Q1,Kilkenny,Non-Hazardous,Organic Waste,5835.59
2022_Q3,Laois,Hazardous,Chemical Waste,11886.48
,Laois,Hazardous,Electronic Waste,12225.66
2022_Q1,Laois,Hazardous,Industrial Hazardous Waste,9113.54
2022_Q3,Laois,Hazardous,Medical Waste,21135.88
2022_Q3,Laois,Non-Hazardous,Agricultural Waste,27170.42
2022_Q1,Nan,Non-Hazardous,Construction and Demolition Waste,24037.89
2022_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,19792.13
2022_Q1,Laois,Non-Hazardous,Municipal Solid Waste,12880.0
2022_Q1,Laois,Non-Hazardous,Organic Waste,15029.2
2022_Q1,Limerick,Hazardous,Chemical Waste,5521.59
2022_Q3,Limerick,,Electronic Waste,15457.88
2022_Q3,Limerick,Hazardous,Industrial Hazardous Waste,221624.0
2022_Q4,Limerick,Hazardous,Medical Waste,14673.0
2022_Q1,Limerick,Non-Hazardous,Agricultural Waste,9991.4
2022_Q1,Limerick,Non-Hazardous,Construction and Demolition Waste,7653.82
2022_Q3,Limerick,Non-Hazardous,,
2022_Q3,Limerick,Non-Hazardous,Municipal Solid Waste,13181.02
2022_Q3,Limerick,Non-Hazardous,Organic Waste,25486.17
2022_Q1,Louth,Hazardous,Chemical Waste,17929.25
2022_Q3,Louth,Hazardous,Electronic Waste,15531.0
2022_Q3,Louth,Hazardous,Industrial Hazardous Waste,24242.28
2022_Q1,Louth,Hazardous,Medical Waste,4484.61
2022_Q2,Louth,Non-Hazardous,Agricultural Waste,14472.05
2022_Q3,,Non-Hazardous,Construction and Demolition Waste,25756.0
2022_Q3,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,22066.0
2022_Q3,Louth,,Municipal Solid Waste,18241.92
2022_Q3,Louth,Non-Hazardous,Organic Waste,19866.0
2022_Q4,Mayo,Hazardous,Chemical Waste,23789.18
,Mayo,Hazardous,,22177.0
2022_Q3,Mayo,Hazardous,Industrial Hazardous Waste,18404.99
,Mayo,Hazardous,Medical Waste,13727.0
2022_Q1,Mayo,Non-Hazardous,Agricultural Waste,16781.41
2022_Q3,Mayo,Non-Hazardous,Construction and Demolition Waste,9987.0
2022_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,18997.0
2022_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,19824.14
2022_Q1,Mayo,Non-Hazardous,Organic Waste,
2022_Q3,Meath,Hazardous,Chemical Waste,10351.66
2022_Q3,Meath,Hazardous,Electronic Waste,17981.0
2022_Q3,Meath,Hazardous,Industrial Hazardous Waste,20888.84
2022_Q3,Meath,Hazardous,Medical Waste,
,Meath,Non-Hazardous,Agricultural Waste,14908.38
2022_Q4,Meath,Non-Hazardous,Construction and Demolition Waste,15554.52
2022_Q3,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,21153.0
2022_Q4,Meath,Non-Hazardous,Municipal Solid Waste,5732.33
2022_Q1,Meath,Non-Hazardous,Organic Waste,15215.09
2022_Q3,Monaghan,Hazardous,Chemical Waste,120903.1
2022_Q3,Monaghan,Hazardous,Electronic Waste,15558.25
2022_Q1,Monaghan,,Industrial Hazardous Waste,12310.21
2022_Q3,Monaghan,Hazardous,Medical Waste,7568.69
2022_Q3,Monaghan,Non-Hazardous,Agricultural Waste,22728.02
2022_Q3,Monaghan,Non-Hazardous,Construction and Demolition Waste,6909.0
2022_Q3,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,18947.52
2022_Q3,Monaghan,Non-Hazardous,Municipal Solid Waste,7891.0
2022_Q3,Monaghan,Non-Hazardous,Organic Waste,12181.44
,Offaly,Hazardous,Chemical Waste,19353.21
2022_Q2,Offaly,Hazardous,Electronic Waste,18092.72
2022_Q3,Offaly,Hazardous,Industrial Hazardous Waste,15068.61
2022_Q3,Nan,Hazardous,Medical Waste,27871.17
2022_Q1,Offaly,Non-Hazardous,Agricultural Waste,17451.0
2022_Q3,,Non-Hazardous,Construction and Demolition Waste,21518.31
2022_Q3,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,20734.53
2022_Q3,Offaly,Non-Hazardous,Municipal Solid Waste,14084.7
2022_Q3,Offaly,Non-Hazardous,Organic Waste,16785.0
2022_Q3,Roscommon,Hazardous,Chemical Waste,20176.85
2022_Q3,Roscommon,Hazardous,Electronic Waste,16526.0
2022_Q3,Roscommon,Hazardous,Industrial Hazardous Waste,14793.58
2022_Q3,Roscommon,Hazardous,Medical Waste,3321.0
2022_Q1,Roscommon,Non-Hazardous,Agricultural Waste,17430.09
2022_Q3,Roscommon,Non-Hazardous,Construction and Demolition Waste,14618.0
2022_Q3,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,10116.66
2022_Q3,Roscommon,Non-Hazardous,Municipal Solid Waste,14295.81
2022_Q1,Roscommon,Non-Hazardous,Organic Waste,10751.47
2022_Q3,Sligo,Hazardous,Chemical Waste,21606.74
2022_Q3,Sligo,Hazardous,,21652.84
2022_Q3,Sligo,Hazardous,Industrial Hazardous Waste,16012.02
2022_Q1,Sligo,Hazardous,Medical Waste,163505.7
2022_Q3,Sligo,Non-Hazardous,,18298.66
2022_Q1,,Non-Hazardous,Construction and Demolition Waste,5690.59
,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,12432.0
2022_Q3,Sligo,Non-Hazardous,Municipal Solid Waste,13366.83
2022_Q3,Sligo,Non-Hazardous,Organic Waste,13095.71
2022_Q3,Tipperary,Hazardous,Chemical Waste,13503.25
2022_Q3,Tipperary,Hazardous,Electronic Waste,5981.39
2022_Q3,Tipperary,Hazardous,Industrial Hazardous Waste,22219.05
2022_Q3,Tipperary,Hazardous,Medical Waste,13578.79
2022_Q3,Tipperary,Non-Hazardous,Agricultural Waste,8472.0
2022_Q3,Tipperary,Non-Hazardous,Construction and Demolition Waste,19966.97
2022_Q3,Tipperary,Non-Hazardous,Industrial Hazardous Waste,15525.22
,Tipperary,Non-Hazardous,Municipal Solid Waste,18385.0
2022_Q3,Tipperary,Non-Hazardous,,20383.75
2022_Q3,Waterford,Hazardous,Chemical Waste,13860.8
2022_Q3,Waterford,Hazardous,Electronic Waste,13100.15
2022_Q1,Waterford,Hazardous,Industrial Hazardous Waste,19625.76
2022_Q3,Waterford,Hazardous,Medical Waste,4465.47
2022_Q1,Waterford,Non-Hazardous,Agricultural Waste,18887.0
2022_Q3,Waterford,Non-Hazardous,Construction and Demolition Waste,22805.58
2022_Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,14549.78
2022_Q2,Waterford,Non-Hazardous,Municipal Solid Waste,21405.8
2022_Q1,Waterford,Non-Hazardous,Organic Waste,14122.02
2022_Q3,Westmeath,Hazardous,Chemical Waste,15318.17
2022_Q3,Westmeath,Hazardous,Electronic Waste,16017.02
2022_Q2,Westmeath,Hazardous,,17484.8
2022_Q4,Westmeath,Hazardous,Medical Waste,21624.0
2022_Q3,Westmeath,Non-Hazardous,Agricultural Waste,7001.93
2022_Q3,Westmeath,Non-Hazardous,Construction and Demolition Waste,15540.0
2022_Q3,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,7794.19
2022_Q3,Westmeath,Non-Hazardous,Municipal Solid Waste,21502.04
2022_Q1,Westmeath,Non-Hazardous,Organic Waste,17625.0
2022_Q4,Wexford,Hazardous,Chemical Waste,10803.53
2022_Q3,Wexford,Hazardous,Electronic Waste,17120.63
2022_Q1,Wexford,Hazardous,Industrial Hazardous Waste,23777.0
2022_Q3,Wexford,Hazardous,Medical Waste,12688.6
2022_Q3,Wexford,Non-Hazardous,Agricultural Waste,11727.95
2022_Q3,Wexford,Non-Hazardous,Construction and Demolition Waste,14696.99
2022_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,9916.26
,,Non-Hazardous,Municipal Solid Waste,
2022_Q3,Wexford,Non-Hazardous,Organic Waste,13127.0
,Wicklow,Hazardous,Chemical Waste,11762.0
2022_Q3,Wicklow,Hazardous,Electronic Waste,16817.66
2022_Q1,Nan,Hazardous,Industrial Hazardous Waste,15087.0
,Wicklow,Hazardous,Medical Waste,20891.95
2022_Q1,Wicklow,Non-Hazardous,Agricultural Waste,21115.05
2022_Q3,Wicklow,Non-Hazardous,Construction and Demolition Waste,13793.21
2022_Q3,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,8384.14
2022_Q3,Wicklow,Non-Hazardous,Municipal Solid Waste,21210.46
2022_Q3,Wicklow,,Organic Waste,15124.94
2022_Q1,Antrim,Hazardous,Chemical Waste,18782.0
2022_Q4,Antrim,Hazardous,Electronic Waste,12260.58
2022_Q4,Antrim,Hazardous,Industrial Hazardous Waste,203972.7
2022_Q4,Antrim,Hazardous,Medical Waste,83182.0
2022_Q4,Antrim,Non-Hazardous,Agricultural Waste,17392.04
2022_Q4,,Non-Hazardous,Construction and Demolition Waste,21385.97
2022_Q4,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,19300.45
2022_Q4,Antrim,Non-Hazardous,Municipal Solid Waste,15844.21
2022_Q1,Antrim,Non-Hazardous,Organic Waste,8332.0
2022_Q4,Carlow,Hazardous,Chemical Waste,22499.67
,Carlow,Hazardous,,23512.88
2022_Q4,Carlow,Hazardous,,20720.31
2022_Q1,Carlow,Hazardous,Medical Waste,7131.9
2022_Q4,,Non-Hazardous,Agricultural Waste,17420.51
2022_Q4,Carlow,Non-Hazardous,Construction and Demolition Waste,21846.48
2022_Q4,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,15317.8
2022_Q4,Carlow,Non-Hazardous,Municipal Solid Waste,14744.73
2022_Q4,Carlow,Non-Hazardous,Organic Waste,12512.0
2022_Q4,Cavan,Hazardous,Chemical Waste,12856.0
2022_Q4,Cavan,Hazardous,Electronic Waste,14915.0
2022_Q4,Cavan,Hazardous,Industrial Hazardous Waste,8481.65
2022_Q4,Cavan,Hazardous,Medical Waste,15356.08
2022_Q4,Nan,,Agricultural Waste,18585.0
2022_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,13116.31
2022_Q4,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,7126.67
2022_Q4,Cavan,Non-Hazardous,Municipal Solid Waste,10129.17
2022_Q4,Cavan,Non-Hazardous,Organic Waste,16411.37
2022_Q1,Clare,Hazardous,Chemical Waste,13391.26
,Clare,Hazardous,Electronic Waste,10167.09
2022_Q4,Clare,Hazardous,Industrial Hazardous Waste,11648.27
2022_Q1,Clare,Hazardous,Medical Waste,12011.23
2022_Q1,Clare,Non-Hazardous,Agricultural Waste,19383.6
2022_Q4,Clare,Non-Hazardous,Construction and Demolition Waste,24431.54
2022_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,12467.58
2022_Q1,Clare,Non-Hazardous,Municipal Solid Waste,
2022_Q4,Clare,Non-Hazardous,Organic Waste,13035.0
2022_Q1,Cork,Hazardous,Chemical Waste,18707.23
2022_Q4,Cork,Hazardous,Electronic Waste,20220.64
2022_Q4,Cork,Hazardous,Industrial Hazardous Waste,21005.89
2022_Q4,Cork,Hazardous,Medical Waste,20730.44
2022_Q4,Cork,Non-Hazardous,Agricultural Waste,21773.58
2022_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,10087.0
2022_Q4,Cork,,Industrial Non-Hazardous Waste,13076.15
2022_Q4,Cork,Non-Hazardous,Municipal Solid Waste,15747.68
2022_Q4,Cork,Non-Hazardous,Organic Waste,3910.86
2022_Q1,Donegal,Hazardous,Chemical Waste,21941.67
2022_Q3,,Hazardous,Electronic Waste,23205.0
2022_Q1,Donegal,Hazardous,Industrial Hazardous Waste,7932.78
,Donegal,Hazardous,Medical Waste,20814.0
2022_Q4,Donegal,Non-Hazardous,Agricultural Waste,15258.0
2022_Q1,Donegal,Non-Hazardous,Construction and Demolition Waste,17019.21
2022_Q4,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,9235.67
2022_Q4,Donegal,Non-Hazardous,Municipal Solid Waste,16241.45
2022_Q4,Donegal,Non-Hazardous,Organic Waste,8821.85
2022_Q1,Nan,Hazardous,Chemical Waste,6894.35
2022_Q1,Down,Hazardous,Electronic Waste,11783.0
2022_Q4,,Hazardous,Industrial Hazardous Waste,15935.0
2022_Q4,,Hazardous,Medical Waste,17831.32
2022_Q4,Down,Non-Hazardous,Agricultural Waste,19219.0
2022_Q1,Down,Non-Hazardous,Construction and Demolition Waste,11750.77
2022_Q4,Down,Non-Hazardous,Industrial Non-Hazardous Waste,23964.0
2022_Q4,,Non-Hazardous,Municipal Solid Waste,16048.46
,,Non-Hazardous,Organic Waste,15559.85
2022_Q4,Dublin,Hazardous,Chemical Waste,18210.66
2022_Q4,Dublin,Hazardous,Electronic Waste,15647.77
2022_Q1,Dublin,Hazardous,Industrial Hazardous Waste,16627.93
2022_Q4,Dublin,,Medical Waste,75846.0
2022_Q4,Dublin,Non-Hazardous,Agricultural Waste,11200.09
2022_Q4,Dublin,Non-Hazardous,Construction and Demolition Waste,16613.99
2022_Q4,Dublin,Non-Hazardous,,11784.69
2022_Q4,Dublin,Non-Hazardous,Municipal Solid Waste,11228.08
2022_Q4,Dublin,Non-Hazardous,Organic Waste,18096.93
2022_Q4,Galway,Hazardous,Chemical Waste,9351.86
2022_Q1,Galway,Hazardous,Electronic Waste,18386.9
,Galway,Hazardous,Industrial Hazardous Waste,13411.0
2022_Q4,Galway,Hazardous,Medical Waste,14576.74
2022_Q4,Galway,,Agricultural Waste,20565.81
2022_Q1,Galway,,Construction and Demolition Waste,7554.0
2022_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,19777.81
2022_Q1,Galway,Non-Hazardous,Municipal Solid Waste,16613.77
2022_Q1,Galway,Non-Hazardous,Organic Waste,23302.0
2022_Q4,Kerry,Hazardous,Chemical Waste,15324.98
2022_Q4,Kerry,Hazardous,Electronic Waste,16036.02
2022_Q4,Kerry,Hazardous,Industrial Hazardous Waste,10715.0
2022_Q4,,Hazardous,Medical Waste,21374.98
2022_Q4,Kerry,Non-Hazardous,Agricultural Waste,15096.43
2022_Q4,Kerry,Non-Hazardous,Construction and Demolition Waste,15816.93
2022_Q4,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,147993.0
2022_Q4,Kerry,Non-Hazardous,Municipal Solid Waste,18048.57
2022_Q4,Kerry,Non-Hazardous,Organic Waste,20291.4
2022_Q4,Kildare,Hazardous,Chemical Waste,
2022_Q4,Kildare,Hazardous,Electronic Waste,15768.31
,Kildare,Hazardous,Industrial Hazardous Waste,22886.66
2022_Q4,Kildare,Hazardous,Medical Waste,27350.0
2022_Q1,Kildare,Non-Hazardous,Agricultural Waste,11892.81
2022_Q4,Kildare,Non-Hazardous,Construction and Demolition Waste,18226.08
2022_Q4,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,12557.83
2022_Q4,Kildare,Non-Hazardous,,3768.0
2022_Q4,Kildare,Non-Hazardous,Organic Waste,15948.39
2022_Q4,Kilkenny,Hazardous,Chemical Waste,216824.9
2022_Q4,Kilkenny,Hazardous,Electronic Waste,21218.45
2022_Q4,Kilkenny,Hazardous,Industrial Hazardous Waste,9572.0
2022_Q1,Kilkenny,Hazardous,Medical Waste,15910.11
2022_Q4,Kilkenny,Non-Hazardous,,10000.0
2022_Q4,Kilkenny,Non-Hazardous,Construction and Demolition Waste,
2022_Q4,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,14674.95
2022_Q4,Kilkenny,Non-Hazardous,Municipal Solid Waste,14929.0
2022_Q4,Kilkenny,Non-Hazardous,Organic Waste,16382.73
2022_Q1,Laois,Hazardous,Chemical Waste,9929.08
2022_Q4,Laois,Hazardous,Electronic Waste,11021.54
2022_Q4,Laois,Hazardous,Industrial Hazardous Waste,7677.61
2022_Q4,Laois,Hazardous,Medical Waste,16276.84
2022_Q4,Laois,Non-Hazardous,Agricultural Waste,10359.0
2022_Q4,Laois,Non-Hazardous,Construction and Demolition Waste,17548.0
2022_Q4,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,14865.0
2022_Q4,Laois,Non-Hazardous,Municipal Solid Waste,19651.0
2022_Q3,Laois,Non-Hazardous,Organic Waste,16598.71
2022_Q1,Limerick,Hazardous,Chemical Waste,16541.75
2022_Q4,Limerick,Hazardous,Electronic Waste,17876.57
2022_Q1,Limerick,Hazardous,N A N,13416.6
2022_Q4,Limerick,Hazardous,Medical Waste,12056.46
2022_Q4,Limerick,Non-Hazardous,Agricultural Waste,20399.23
2022_Q4,Limerick,Non-Hazardous,Construction and Demolition Waste,16300.0
2022_Q4,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,19719.85
2022_Q4,Limerick,Non-Hazardous,Municipal Solid Waste,10739.91
2022_Q4,Limerick,Non-Hazardous,Organic Waste,18431.52
2022_Q4,Louth,Hazardous,Chemical Waste,17022.42
2022_Q4,Louth,Hazardous,Electronic Waste,6976.27
2022_Q4,Louth,Hazardous,,15586.14
2022_Q3,Louth,Hazardous,Medical Waste,13496.0
2022_Q4,Nan,Non-Hazardous,Agricultural Waste,10860.0
2022_Q1,Louth,Non-Hazardous,Construction and Demolition Waste,15891.36
2022_Q4,,Non-Hazardous,Industrial Non-Hazardous Waste,9173.0
2022_Q1,Louth,Non-Hazardous,Municipal Solid Waste,10627.98
,Louth,Non-Hazardous,Organic Waste,9310.0
2022_Q4,Mayo,Hazardous,Chemical Waste,15876.11
2022_Q4,Mayo,Hazardous,Electronic Waste,18631.0
2022_Q1,Mayo,Hazardous,Industrial Hazardous Waste,20160.55
2022_Q1,Mayo,Hazardous,Medical Waste,10655.39
2022_Q4,Mayo,Non-Hazardous,Agricultural Waste,13069.62
2022_Q4,Mayo,Non-Hazardous,Construction and Demolition Waste,15365.58
2022_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,
2022_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,15650.32
2022_Q4,Mayo,Non-Hazardous,Organic Waste,12070.89
2022_Q4,Meath,Hazardous,Chemical Waste,13702.45
2022_Q1,Meath,Hazardous,Electronic Waste,
2022_Q4,Meath,Hazardous,Industrial Hazardous Waste,15428.07
2022_Q4,Meath,Hazardous,Medical Waste,20002.19
2022_Q1,Meath,Non-Hazardous,Agricultural Waste,12028.38
2022_Q4,Meath,,Construction and Demolition Waste,14284.87
2022_Q4,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,19296.32
2022_Q4,Meath,Non-Hazardous,Municipal Solid Waste,22761.0
2022_Q4,Meath,Non-Hazardous,Organic Waste,20969.0
2022_Q4,Monaghan,,Chemical Waste,19425.04
2022_Q4,Monaghan,Hazardous,Electronic Waste,17284.36
2022_Q4,Monaghan,Hazardous,Industrial Hazardous Waste,12083.0
2022_Q4,,Hazardous,Medical Waste,15233.41
2022_Q1,,Non-Hazardous,Agricultural Waste,19252.08
2022_Q4,Monaghan,Non-Hazardous,,20291.89
2022_Q4,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,21621.35
2022_Q2,Monaghan,Non-Hazardous,Municipal Solid Waste,15097.33
2022_Q1,Monaghan,Non-Hazardous,Organic Waste,15029.39
2022_Q4,Offaly,Hazardous,Chemical Waste,6594.53
2022_Q4,Offaly,Hazardous,Electronic Waste,15328.0
2022_Q4,Offaly,Hazardous,Industrial Hazardous Waste,17889.36
2022_Q4,Offaly,Hazardous,Medical Waste,12719.31
2022_Q4,Offaly,Non-Hazardous,Agricultural Waste,13539.93
2022_Q4,Offaly,Non-Hazardous,Construction and Demolition Waste,17525.13
2022_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,8566.19
2022_Q4,Offaly,Non-Hazardous,Municipal Solid Waste,
2022_Q4,Offaly,Non-Hazardous,Organic Waste,153865.0
2022_Q4,Roscommon,Hazardous,Chemical Waste,16902.93
2022_Q4,Roscommon,Hazardous,Electronic Waste,17291.13
2022_Q4,Roscommon,Hazardous,Industrial Hazardous Waste,23715.0
2022_Q1,Roscommon,Hazardous,Medical Waste,17989.0
2022_Q1,Roscommon,Non-Hazardous,Agricultural Waste,11363.52
2022_Q4,Roscommon,Non-Hazardous,Construction and Demolition Waste,17172.0
2022_Q4,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,8493.0
2022_Q4,Roscommon,Non-Hazardous,Municipal Solid Waste,23378.28
2022_Q4,Roscommon,Non-Hazardous,Organic Waste,11301.22
2022_Q4,Sligo,Hazardous,Chemical Waste,19358.18
2022_Q4,Sligo,Hazardous,Electronic Waste,12438.35
2022_Q4,Sligo,Hazardous,Industrial Hazardous Waste,10797.0
2022_Q4,Sligo,Hazardous,Medical Waste,18550.88
2022_Q4,Sligo,Non-Hazardous,Agricultural Waste,20464.52
2022_Q4,Sligo,Non-Hazardous,Construction and Demolition Waste,12036.07
2022_Q3,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,13733.74
2022_Q4,Sligo,Non-Hazardous,Municipal Solid Waste,14149.93
2022_Q4,Sligo,Non-Hazardous,Organic Waste,17934.07
2022_Q1,Tipperary,Hazardous,Chemical Waste,9972.36
2022_Q4,Tipperary,Hazardous,Electronic Waste,24065.08
2022_Q4,Tipperary,Hazardous,Industrial Hazardous Waste,9919.0
2022_Q4,,Hazardous,,20599.26
2022_Q4,Tipperary,Non-Hazardous,Agricultural Waste,13415.0
2022_Q4,Tipperary,Non-Hazardous,Construction and Demolition Waste,13148.17
2022_Q1,,Non-Hazardous,Industrial Non-Hazardous Waste,10451.1
2022_Q3,Tipperary,Non-Hazardous,Municipal Solid Waste,10119.47
2022_Q4,Tipperary,Non-Hazardous,Organic Waste,10801.73
,Waterford,Hazardous,Chemical Waste,9216.53
2022_Q1,Waterford,Hazardous,Electronic Waste,20626.11
2022_Q4,Waterford,Hazardous,Industrial Hazardous Waste,14185.0
2022_Q1,Waterford,Hazardous,Medical Waste,17618.0
2022_Q4,Waterford,Non-Hazardous,Agricultural Waste,24820.94
2022_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,21603.89
2022_Q4,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,17197.36
2022_Q4,Nan,Non-Hazardous,Municipal Solid Waste,15296.25
2022_Q4,Waterford,Non-Hazardous,Organic Waste,15877.41
2022_Q4,Westmeath,Hazardous,Chemical Waste,10012.81
2022_Q4,Westmeath,Hazardous,Electronic Waste,19014.64
2022_Q4,Westmeath,Hazardous,Industrial Hazardous Waste,16622.0
2022_Q4,Westmeath,Hazardous,Medical Waste,17706.65
2022_Q4,,Non-Hazardous,Agricultural Waste,20433.22
2022_Q4,Westmeath,Non-Hazardous,Construction and Demolition Waste,13686.2
2022_Q4,Westmeath,Non-Hazardous,,14144.44
2022_Q4,Westmeath,Non-Hazardous,Municipal Solid Waste,19887.35
2022_Q4,Westmeath,Non-Hazardous,Organic Waste,18836.0
2022_Q4,Wexford,Hazardous,Chemical Waste,7372.58
2022_Q4,Nan,Hazardous,Electronic Waste,15264.1
2022_Q4,Wexford,Hazardous,Industrial Hazardous Waste,14219.09
2022_Q1,Wexford,Hazardous,Medical Waste,15451.97
2022_Q4,Wexford,Non-Hazardous,Agricultural Waste,16812.18
2022_Q3,Wexford,Non-Hazardous,Construction and Demolition Waste,17064.0
2022_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,17703.82
2022_Q1,Wexford,Non-Hazardous,Municipal Solid Waste,12803.41
2022_Q4,Wexford,Non-Hazardous,Organic Waste,
2022_Q4,Wicklow,Hazardous,Chemical Waste,9132.9
2022_Q4,Wicklow,Hazardous,Electronic Waste,8038.0
2022_Q4,Wicklow,,Industrial Hazardous Waste,16600.65
2022_Q4,Wicklow,Hazardous,Medical Waste,17338.69
2022_Q1,Wicklow,Non-Hazardous,Agricultural Waste,21027.66
2022_Q3,Wicklow,Non-Hazardous,Construction and Demolition Waste,9077.2
2022_Q1,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,12193.0
2022_Q4,Wicklow,Non-Hazardous,Municipal Solid Waste,10784.63
2022_Q1,Wicklow,Non-Hazardous,Organic Waste,17136.28
2023_Q2,Antrim,Hazardous,Chemical Waste,2307.79
2023_Q1,Antrim,Hazardous,Electronic Waste,21458.61
2023_Q1,Antrim,Hazardous,Industrial Hazardous Waste,11461.31
,Antrim,Hazardous,Medical Waste,17478.41
2023_Q1,Antrim,Non-Hazardous,Agricultural Waste,7320.71
,Antrim,Non-Hazardous,Construction and Demolition Waste,13447.82
2023_Q1,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,9512.18
2023_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,15745.3
2023_Q1,,Non-Hazardous,Organic Waste,11880.28
2023_Q1,Carlow,Hazardous,Chemical Waste,9068.6
2023_Q1,Carlow,Hazardous,Electronic Waste,25647.0
2023_Q1,Carlow,Hazardous,Industrial Hazardous Waste,14675.17
2023_Q1,Carlow,Hazardous,Medical Waste,13154.98
2023_Q3,Carlow,Non-Hazardous,Agricultural Waste,3234.47
2023_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,
2023_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,15614.0
2023_Q1,Carlow,,Municipal Solid Waste,19335.02
2023_Q1,Carlow,Non-Hazardous,Organic Waste,10679.16
2023_Q1,,Hazardous,Chemical Waste,14142.38
2023_Q1,Cavan,Hazardous,Electronic Waste,18269.0
2023_Q1,,Hazardous,Industrial Hazardous Waste,15593.54
2023_Q1,Cavan,Hazardous,Medical Waste,10524.57
2023_Q1,Cavan,Non-Hazardous,Agricultural Waste,18435.36
2023_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,20489.0
2023_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,12462.52
2023_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,14665.36
2023_Q1,Cavan,Non-Hazardous,Organic Waste,18259.0
2023_Q1,Clare,Hazardous,Chemical Waste,21416.98
2023_Q1,Clare,Hazardous,Electronic Waste,14108.0
2023_Q1,Clare,Hazardous,Industrial Hazardous Waste,11991.39
2023_Q2,Clare,Hazardous,Medical Waste,17080.04
2023_Q1,Clare,Non-Hazardous,Agricultural Waste,12227.17
,Clare,Non-Hazardous,Construction and Demolition Waste,186692.3
2023_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,13759.0
2023_Q1,Clare,Non-Hazardous,Municipal Solid Waste,13660.74
2023_Q1,Clare,Non-Hazardous,Organic Waste,17024.53
2023_Q1,Cork,Hazardous,Chemical Waste,19398.0
2023_Q1,Cork,Hazardous,Electronic Waste,10530.0
2023_Q1,Cork,Hazardous,Industrial Hazardous Waste,22386.73
2023_Q1,,Hazardous,Medical Waste,14207.55
2023_Q1,Cork,Non-Hazardous,Agricultural Waste,19934.13
2023_Q1,Nan,Non-Hazardous,Construction and Demolition Waste,10484.83
