Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
Q4 2024,Kildare,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,23153.650000
01/01/2024,County Kildare,Hazardous,Electronic_Waste_(E-Waste),11927.270000
2024-01-01,Kildare co.,Hazardous,industrial hazardous waste,20902
2024Q1,Kildare Co.,Hazardous,M e d i c a l  W a s t e ,19400
2024-01-01,Kildare,Non-Hazardous,agricultural waste,"11,079.33"
01-01-2024,Kildare county,Non-Hazardous,and Construction Demolition Waste,19351.14
2024 Q3,county Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,"16,859.46"
2024Q1,county Kildare,Non-Hazardous,Municipal_Solid_Waste,"12,485.09"
2024Q1,Kildare,,   Organic Waste  ,6281.040000
,Kilkenny county,Hazardous,CHEMICAL WASTE,7722.380000
2024Q1,Kilkenny,Hazardous,Electronic_Waste_(E-Waste),17649.320000
,Kilkenny,,INDUSTRIAL HAZARDOUS WASTE,17356.0
2024-01-01,Kilkenny,Hazardous,medical waste,19686
Q2 2024,Kilkenny,Non-Hazardous,AGRICULTURAL WASTE,22049
2024Q1,Kilkenny,Non-Hazardous,Construction and Demolition Waste,11504.07
"January 01, 2024",Co. Kilkenny,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,14117.39
2024Q1,co. Kilkenny,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,"8,349.76"
2024Q1,Kilkenny,Non-Hazardous,   Organic Waste  ,"19,737.16"
2024Q1,Laois,Hazardous,CHEMICAL WASTE,18140.310000
2024 Q4,county Laois,Hazardous,electronic waste (e-waste),22908.530000
2024Q1,Laois,Hazardous,,"23,204.17"
"January 01, 2024",Laois county,,MEDICAL WASTE,"12,672.51"
2024-01-01,Laois,Non-Hazardous,agricultural waste,"16,413.94"
2024Q1,Laois,Non-Hazardous,and Demolition Waste Construction,21622.96
01-01-2024,Laois,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,10412.140000
2024-01-01,County Laois,Non-Hazardous,Municipal Solid Waste,6345.869999999999
2024Q1,Laois,Non-Hazardous,O r g a n i c  W a s t e ,13879.99
2024Q1,Limerick,Hazardous,C h e m i c a l  W a s t e ,14693
2024Q1,Limerick Co.,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"25,650.40"
2024 Q3,Limerick,Hazardous,Waste Industrial Hazardous,16557
2024Q1,Limerick,Hazardous,Medical Waste,15208.349999999999
2024Q1,Limerick,Non-Hazardous,AGRICULTURAL WASTE,16661
01 January 2024,Limerick,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,"11,740.89"
2024Q1,county Limerick,Non-Hazardous,industrial non-hazardous waste,21178
2024Q1,Limerick,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"11,297.70"
2024Q1,,Non-Hazardous,   Organic Waste  ,7813.820000
01 January 2024,Louth,Hazardous,chemical waste,"15,949.71"
"January 01, 2024",Louth,Hazardous,Electronic Waste (E-Waste),"12,356.21"
"January 01, 2024",Louth,Hazardous,INDUSTRIAL HAZARDOUS WASTE,16182.34
01 January 2024,Louth,Hazardous,M e d i c a l  W a s t e ,18597
"January 01, 2024",county Louth,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,11732
01/01/2024,Louth,Non-Hazardous,Construction_and_Demolition_Waste,"16,504.76"
01-01-2024,County Louth,Non-Hazardous,industrial non-hazardous waste,"23,130.46"
2024Q1,Louth,Non-Hazardous,Municipal Waste Solid,11865
01-01-2024,Louth County,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,7950
2024Q1,Mayo,,Chemical Waste,10532.220000
2024-01-01,co. Mayo,Hazardous,electronic waste (e-waste),"13,305.83"
01/01/2024,Mayo,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,24516
2024Q1,Mayo county,Hazardous,Medical Waste,"12,085.65"
"January 01, 2024",Mayo,Non-Hazardous,agricultural waste,15297.610000
"January 01, 2024",County Mayo,Non-Hazardous,Construction_and_Demolition_Waste,"17,332.05"
01 January 2024,Mayo county,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,18034.27
2024Q1,Mayo,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,22753.04
01/01/2024,Mayo County,Non-Hazardous,ORGANIC WASTE,15065.220000000001
01 January 2024,Meath,Hazardous,CHEMICAL WASTE,"11,978.60"
Q3 2024,Meath,Hazardous,(E-Waste) Electronic Waste,11426.76
2024Q1,Meath,Hazardous,   Industrial Hazardous Waste  ,
2024Q1,Meath,Hazardous,Medical Waste,
2024Q1,county Meath,Non-Hazardous,Agricultural_Waste,"21,702.10"
01 January 2024,Meath,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,17017.92
2024-01-01,Meath,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,9153
"January 01, 2024",County Meath,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,11414.79
2024 Q3,Meath,Non-Hazardous,ORGANIC WASTE,"13,807.24"
2024Q1,Monaghan Co.,Hazardous,Chemical_Waste,23310.15
2024Q1,county Monaghan,Hazardous,n a n ,
01 January 2024,Monaghan co.,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,
"January 01, 2024",Monaghan,Hazardous,MEDICAL WASTE,22805.820000
2024Q1,Monaghan,Non-Hazardous,agricultural waste,"16,231.51"
2024Q1,Monaghan,Non-Hazardous,Construction_and_Demolition_Waste,11386
2024-01-01,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,14300
2024Q1,Monaghan,Non-Hazardous,Municipal_Solid_Waste,"15,866.45"
2024-01-01,Monaghan,Non-Hazardous,organic waste,
Q2 2024,,Hazardous,,"22,856.35"
2024Q1,Offaly,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),17353.7
2024Q1,Offaly,Hazardous,industrial hazardous waste,"18,658.90"
2024 Q1,Co. Offaly,Hazardous,Waste Medical,6305.1
"January 01, 2024",Offaly,Non-Hazardous,agricultural waste,12779.120000
01 January 2024,Offaly,,Construction and Demolition Waste,"15,762.91"
2024Q1,Offaly,Non-Hazardous,Industrial_Non-Hazardous_Waste,9628.440000
2024Q1,Offaly,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,"19,703.84"
2024-01-01,County Offaly,Non-Hazardous,Organic Waste,15635
2024Q1,Co. Roscommon,Hazardous,chemical waste,"11,004.67"
01/01/2024,county Roscommon,Hazardous,Electronic Waste (E-Waste),20252.080000
01 January 2024,Roscommon,Hazardous,Industrial Waste Hazardous,21880
2024Q1,county Roscommon,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,16302
Q2 2024,Roscommon,Non-Hazardous,   Agricultural Waste  ,14572.400000
"January 01, 2024",Roscommon,Non-Hazardous,Construction_and_Demolition_Waste,3119.06
2024Q1,,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,14152
2024Q1,Roscommon county,Non-Hazardous,Municipal Waste Solid,"20,357.01"
2024Q1,Roscommon,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,
2024-01-01,Sligo,Hazardous,Chemical_Waste,17829.930000
2024Q1,Sligo,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),
Q2 2024,Sligo,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"15,076.80"
01 January 2024,Sligo county,Hazardous,Medical_Waste,"19,735.74"
2024Q1,,Non-Hazardous,AGRICULTURAL WASTE,18447.380000
01-01-2024,Sligo,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,7091.410000
,Sligo,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,20417.810000
"January 01, 2024",Sligo,Non-Hazardous,NAN,
2024-01-01,Sligo,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,14771.32
Q4 2024,,Hazardous,chemical waste,10126.200000
01 January 2024,Tipperary,Hazardous,electronic waste (e-waste),"19,107.73"
Q1 2024,Tipperary,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"16,919.07"
01/01/2024,Tipperary,Hazardous,n a n ,17055.380000
"January 01, 2024",Tipperary,Non-Hazardous,n a n ,15072.020000
01-01-2024,Tipperary,Non-Hazardous,construction and demolition waste,"13,018.93"
2024-01-01,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,15151.55
2024Q1,Tipperary,Non-Hazardous,   Municipal Solid Waste  ,"7,749.13"
Q4 2024,Tipperary,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,20075.809999999998
01 January 2024,Waterford,Hazardous,CHEMICAL WASTE,15055.680000
2024Q1,Waterford,Hazardous,Electronic_Waste_(E-Waste),22378.060000
2024Q1,co. Waterford,Hazardous,INDUSTRIAL HAZARDOUS WASTE,
01/01/2024,County Waterford,Hazardous,Medical Waste,11032
2024Q1,Waterford,Non-Hazardous,agricultural waste,7413.7
2024Q1,Waterford,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"15,083.33"
2024Q1,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,9576.59
01 January 2024,co. Waterford,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,9229
"January 01, 2024",Co. Waterford,Non-Hazardous,   Organic Waste  ,5466.72
2024-01-01,Westmeath,Hazardous,   Chemical Waste  ,
2024Q1,Westmeath,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),17628.090000
01 January 2024,co. Westmeath,,Industrial Hazardous Waste,"9,881.86"
01-01-2024,Westmeath,Hazardous,Medical Waste,16046.72
01 January 2024,Westmeath Co.,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,9868
2024Q1,Westmeath,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,"21,180.36"
2024-01-01,Westmeath co.,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,24037
2024Q1,Westmeath County,Non-Hazardous,MUNICIPAL SOLID WASTE,"11,260.39"
2024Q1,Westmeath,Non-Hazardous,O r g a n i c  W a s t e ,18197.870000
2024Q1,Wexford,Hazardous,chemical waste,3025.090000
2024-01-01,Wexford co.,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),19023.67
"January 01, 2024",Wexford,Hazardous,Industrial_Hazardous_Waste,12874
2024Q1,Wexford,Hazardous,MEDICAL WASTE,15422.080000
2024Q1,Wexford county,Non-Hazardous,   Agricultural Waste  ,"9,446.84"
01-01-2024,Wexford,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,16435.07
2024Q1,Wexford county,Non-Hazardous,Industrial_Non-Hazardous_Waste,"15,976.82"
"January 01, 2024",county nan,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,10441.2
2024Q1,Wexford,Non-Hazardous,ORGANIC WASTE,"14,751.21"
01/01/2024,Co. Wicklow,Hazardous,C h e m i c a l  W a s t e ,"9,951.47"
2024Q1,Wicklow,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"15,235.59"
01-01-2024,,Hazardous,Industrial_Hazardous_Waste,22328.56
01/01/2024,Wicklow,Hazardous,Medical Waste,"20,138.36"
2024Q1,Wicklow,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,21645
2024Q1,Wicklow,Non-Hazardous,   Construction and Demolition Waste  ,
,Wicklow,Non-Hazardous,   Industrial Non-Hazardous Waste  ,19723.920000
"January 01, 2024",Wicklow co.,Non-Hazardous,municipal solid waste,19277.490000
2024Q1,Wicklow,Non-Hazardous,ORGANIC WASTE,"10,984.48"
2024-04-01,Antrim,Hazardous,C h e m i c a l  W a s t e ,15856.869999999999
01/04/2024,Antrim,Hazardous,Electronic (E-Waste) Waste,18028.240000
Q4 2024,Antrim County,Hazardous,,"14,393.52"
01-04-2024,Antrim,Hazardous,medical waste,11606.31
01/04/2024,,Non-Hazardous,   Agricultural Waste  ,20055.22
2024Q2,county Antrim,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,2456.45
2024 Q3,Antrim,Non-Hazardous,   Industrial Non-Hazardous Waste  ,15154.840000
2024Q2,Antrim,Non-Hazardous,Municipal_Solid_Waste,9351.87
"April 01, 2024",Antrim,Non-Hazardous,Organic_Waste,17185
"April 01, 2024",Carlow,Hazardous,chemical waste,14665.3
2024Q2,nan co.,Hazardous,   Electronic Waste (E-Waste)  ,13732.57
01 April 2024,Carlow,Hazardous,Industrial_Hazardous_Waste,20196
2024Q2,Carlow co.,Hazardous,medical waste,18314.420000
2024Q2,Carlow Co.,,AGRICULTURAL WASTE,17465
2024-04-01,Carlow county,Non-Hazardous,Construction_and_Demolition_Waste,15874
"April 01, 2024",Carlow,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"21,474.89"
01-04-2024,Carlow,Non-Hazardous,   Municipal Solid Waste  ,"16,636.82"
01 April 2024,Carlow,Non-Hazardous,Waste Organic,14868.610000
2024-04-01,,Hazardous,   Chemical Waste  ,9247.350000
2024Q2,Cavan,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),10178
2024Q2,Co. Cavan,Hazardous,NAN,13283
2024Q2,co. Cavan,Hazardous,medical waste,5481.28
2024Q2,Cavan Co.,Non-Hazardous,agricultural waste,"19,002.06"
"April 01, 2024",Cavan,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,"12,054.79"
2024-04-01,Cavan,Non-Hazardous,Industrial_Non-Hazardous_Waste,"20,985.63"
"April 01, 2024",co. Cavan,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,9791.54
Q4 2024,Cavan,Non-Hazardous,Organic_Waste,"14,096.22"
"April 01, 2024",Clare,Hazardous,   Chemical Waste  ,12101.140000
2024Q2,Clare,Hazardous,Waste (E-Waste) Electronic,24029
01 April 2024,,Hazardous,Hazardous Industrial Waste,"7,508.62"
01-04-2024,Clare,,Medical Waste,
2024Q2,Clare county,Non-Hazardous,Agricultural_Waste,20522.57
01 April 2024,Clare Co.,Non-Hazardous,construction and demolition waste,12097.76
2024-04-01,Clare,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,15370.560000000001
2024Q2,co. Clare,Non-Hazardous,municipal solid waste,11584
01 April 2024,nan county,,Organic Waste,12705
01 April 2024,Cork,Hazardous,   Chemical Waste  ,16455.940000000002
2024-04-01,co. Cork,Hazardous,Electronic Waste (E-Waste),17980.600000
2024Q2,co. Cork,Hazardous,industrial hazardous waste,
2024Q2,Cork,Hazardous,M e d i c a l  W a s t e ,"16,432.18"
,Cork,Non-Hazardous,Waste Agricultural,8013.79
01/04/2024,Cork,Non-Hazardous,   Construction and Demolition Waste  ,"8,630.84"
Q4 2024,county Cork,Non-Hazardous,Waste Non-Hazardous Industrial,27063.900000
"April 01, 2024",Cork,Non-Hazardous,   Municipal Solid Waste  ,14205.180000
01 April 2024,Cork,Non-Hazardous,Organic_Waste,"18,175.67"
2024Q2,Donegal,Hazardous,CHEMICAL WASTE,"13,764.19"
01/04/2024,Donegal,Hazardous,   Electronic Waste (E-Waste)  ,16125
2024Q2,Donegal,Hazardous,INDUSTRIAL HAZARDOUS WASTE,14108
2024Q2,Donegal,Hazardous,Medical Waste,
01/04/2024,county Donegal,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,17265
2024Q2,County Donegal,Non-Hazardous,Construction_and_Demolition_Waste,15333.199999999999
2024 Q3,Donegal,,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,21087.770000
01 April 2024,Donegal,Non-Hazardous,Solid Municipal Waste,13056.029999999999
Q1 2024,Donegal,Non-Hazardous,organic waste,"8,625.32"
01 April 2024,Down,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,18855.690000
2024Q2,Down,Hazardous,,"20,465.15"
2024Q2,Down,Hazardous,Industrial_Hazardous_Waste,16923.060000
2024Q2,Down,Hazardous,Medical Waste,18424.239999999998
01/04/2024,Down,Non-Hazardous,AGRICULTURAL WASTE,14803.59
01/04/2024,Down,Non-Hazardous,Waste and Construction Demolition,"17,477.03"
01 April 2024,Down co.,Non-Hazardous,,17034.34
01-04-2024,Co. Down,Non-Hazardous,   Municipal Solid Waste  ,24497.11
"April 01, 2024",county Down,Non-Hazardous,Organic_Waste,25547.58
01/04/2024,County nan,Hazardous,chemical waste,14651.860000
2024Q2,co. nan,Hazardous,electronic waste (e-waste),"13,346.55"
2024-04-01,Dublin,Hazardous,industrial hazardous waste,7013
01-04-2024,Dublin,Hazardous,   Medical Waste  ,12070.090000
2024 Q1,Dublin,Non-Hazardous,   Agricultural Waste  ,13206
2024Q2,Dublin,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,8716
2024Q2,Dublin,Non-Hazardous,industrial non-hazardous waste,10843
2024-04-01,Dublin,Non-Hazardous,MUNICIPAL SOLID WASTE,18323.270000
01/04/2024,Dublin,Non-Hazardous,Organic_Waste,"12,526.76"
2024 Q4,Galway,Hazardous,CHEMICAL WASTE,19973.540000
2024Q2,Galway,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"18,035.00"
01 April 2024,Galway,Hazardous,Industrial Hazardous Waste,14672.59
2024Q2,Galway,Hazardous,medical waste,17458.600000
2024Q2,county Galway,Non-Hazardous,agricultural waste,13437.81
2024Q2,Galway,Non-Hazardous,Demolition and Waste Construction,18464
2024Q2,Galway,Non-Hazardous,   Industrial Non-Hazardous Waste  ,19472.17
01/04/2024,Galway,Non-Hazardous,municipal solid waste,23078.93
"April 01, 2024",Galway county,Non-Hazardous,Organic Waste,7596.75
2024Q2,Kerry,Hazardous,   nan  ,12270
2024Q2,Kerry,Hazardous,Electronic (E-Waste) Waste,8952.13
Q3 2024,Kerry,,I n d u s t r i a l  H a z a r d o u s  W a s t e ,11597.68
01/04/2024,Kerry,Hazardous,MEDICAL WASTE,23093
2024Q2,,Non-Hazardous,AGRICULTURAL WASTE,"18,789.48"
01-04-2024,Kerry,,CONSTRUCTION AND DEMOLITION WASTE,8420
"April 01, 2024",Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,11561.680000
"April 01, 2024",Kerry,Non-Hazardous,   Municipal Solid Waste  ,20602.32
2024Q2,Kerry,Non-Hazardous,Organic Waste,11872.410000
2024-04-01,Kildare county,Hazardous,Waste Chemical,18860
01-04-2024,Kildare,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),9380
01 April 2024,Kildare,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,14660.270000
01-04-2024,Kildare,Hazardous,Waste Medical,141545.2
01 April 2024,County Kildare,Non-Hazardous,   Agricultural Waste  ,25077
2024-04-01,Kildare,Non-Hazardous,construction and demolition waste,15744
"April 01, 2024",Kildare county,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"11,101.19"
2024Q2,Kildare,,M u n i c i p a l  S o l i d  W a s t e ,
2024 Q1,co. Kildare,Non-Hazardous,organic waste,15612
Q3 2024,Kilkenny county,Hazardous,Chemical Waste,"13,998.75"
"April 01, 2024",Kilkenny Co.,Hazardous,ELECTRONIC WASTE (E-WASTE),"20,779.08"
2024Q2,county Kilkenny,Hazardous,INDUSTRIAL HAZARDOUS WASTE,18199.18
2024-04-01,Kilkenny,Hazardous,Medical Waste,21095
Q3 2024,Kilkenny,Non-Hazardous,Agricultural_Waste,20092
Q4 2024,County Kilkenny,Non-Hazardous,Construction_and_Demolition_Waste,18642.27
2024Q2,Kilkenny,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,13309
2024Q2,Kilkenny,Non-Hazardous,municipal solid waste,12036.8
2024Q2,Kilkenny,Non-Hazardous,ORGANIC WASTE,11639
Q4 2024,Laois co.,Hazardous,chemical waste,15005
01 April 2024,Laois,Hazardous,   Electronic Waste (E-Waste)  ,15853.5
01 April 2024,Laois co.,Hazardous,industrial hazardous waste,12491.07
01-04-2024,Laois,Hazardous,M e d i c a l  W a s t e ,12256.970000000001
01/04/2024,Laois,Non-Hazardous,NAN,"15,828.54"
01-04-2024,Laois,Non-Hazardous,Construction and Demolition Waste,16376
2024 Q1,Laois,Non-Hazardous,Industrial Waste Non-Hazardous,
2024Q2,Laois,Non-Hazardous,Municipal Solid Waste,10693.47
Q3 2024,co. Laois,Non-Hazardous,Organic Waste,
01/04/2024,Limerick,Hazardous,Chemical Waste,24680.54
,Limerick,Hazardous,Electronic Waste (E-Waste),9790
2024Q2,Limerick,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,9903
,co. Limerick,Hazardous,medical waste,13342.630000
2024-04-01,Limerick co.,Non-Hazardous,Agricultural_Waste,17939.120000
01 April 2024,Limerick,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,20956.13
01 April 2024,Limerick co.,Non-Hazardous,Industrial Non-Hazardous Waste,15157.04
2024-04-01,Limerick,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,11668
01/04/2024,co. Limerick,Non-Hazardous,ORGANIC WASTE,20559
2024Q2,Louth,Hazardous,C h e m i c a l  W a s t e ,18584.85
01 April 2024,Louth,Hazardous,Electronic Waste (E-Waste),11273.970000
2024Q2,Louth Co.,Hazardous,industrial hazardous waste,18428
01/04/2024,Louth,Hazardous,   Medical Waste  ,14075
2024Q2,Louth,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,
01/04/2024,county Louth,Non-Hazardous,Construction and Demolition Waste,18739.83
01/04/2024,County Louth,Non-Hazardous,n a n ,18343
2024Q2,Louth,Non-Hazardous,   Municipal Solid Waste  ,19667
01-04-2024,Louth,Non-Hazardous,ORGANIC WASTE,18964
"April 01, 2024",Mayo,Hazardous,CHEMICAL WASTE,"21,517.84"
2024-04-01,Mayo,Hazardous,(E-Waste) Waste Electronic,20738.78
01-04-2024,Mayo,Hazardous,   Industrial Hazardous Waste  ,
2024Q2,Mayo,Hazardous,Medical Waste,11542.440000
2024Q2,Mayo,Non-Hazardous,Agricultural Waste,9835.730000
2024Q2,Mayo,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,"7,212.16"
2024Q2,Mayo,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,6409
01 April 2024,Mayo co.,Non-Hazardous,Municipal Solid Waste,10464
"April 01, 2024",Mayo,Non-Hazardous,ORGANIC WASTE,"6,870.85"
2024-04-01,County Meath,,Chemical_Waste,"12,331.83"
2024 Q4,Meath,Hazardous,Electronic Waste (E-Waste),18591.65
01-04-2024,Co. Meath,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,
01/04/2024,,Hazardous,Medical_Waste,
2024Q2,Meath,Non-Hazardous,Agricultural Waste,24449
01 April 2024,Meath,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,16338.39
"April 01, 2024",county Meath,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,26026
2024-04-01,County Meath,Non-Hazardous,   nan  ,
"April 01, 2024",Meath,,Organic Waste,17555
,Monaghan,Hazardous,CHEMICAL WASTE,3723
2024-04-01,Monaghan,Hazardous,electronic waste (e-waste),6769.139999999999
01-04-2024,Monaghan,,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,16825
2024Q2,Monaghan,Hazardous,   Medical Waste  ,10832.240000
01-04-2024,Monaghan county,Non-Hazardous,AGRICULTURAL WASTE,22176.34
2024Q2,Monaghan,Non-Hazardous,Construction_and_Demolition_Waste,15545.880000
2024Q2,co. Monaghan,Non-Hazardous,Waste Industrial Non-Hazardous,10843.52
2024Q2,County Monaghan,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,14749.81
"April 01, 2024",Monaghan,,Organic_Waste,"12,119.37"
2024-04-01,Offaly,Hazardous,CHEMICAL WASTE,11480
2024Q2,county Offaly,Hazardous,Electronic Waste (E-Waste),12166.270000
Q1 2024,Offaly co.,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"17,099.83"
2024Q2,Offaly,Hazardous,Medical_Waste,"14,995.64"
2024-04-01,Offaly co.,Non-Hazardous,Agricultural Waste,"15,218.43"
Q3 2024,Offaly,Non-Hazardous,construction and demolition waste,
2024 Q1,,Non-Hazardous,industrial non-hazardous waste,15131
"April 01, 2024",Offaly,Non-Hazardous,Waste Municipal Solid,22985
"April 01, 2024",Offaly,Non-Hazardous,   Organic Waste  ,5240.17
01 April 2024,Roscommon,Hazardous,Chemical_Waste,207700
2024-04-01,Roscommon,Hazardous,Electronic_Waste_(E-Waste),17693.82
01/04/2024,Roscommon,Hazardous,   Industrial Hazardous Waste  ,"17,418.39"
01/04/2024,Roscommon,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"14,317.30"
01-04-2024,Roscommon,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"14,810.61"
,Roscommon county,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,13954.390000
"April 01, 2024",county Roscommon,Non-Hazardous,Waste Industrial Non-Hazardous,
2024Q2,co. Roscommon,Non-Hazardous,MUNICIPAL SOLID WASTE,17759
2024Q2,Roscommon,Non-Hazardous,Organic_Waste,18900
01-04-2024,Sligo County,Hazardous,Chemical Waste,"22,511.75"
"April 01, 2024",Sligo Co.,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),16809.090000
01/04/2024,Sligo co.,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"19,551.50"
01-04-2024,Sligo,,   Medical Waste  ,11767
2024Q2,Sligo,Non-Hazardous,AGRICULTURAL WASTE,10633.000000
2024Q2,Co. Sligo,,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,14870.01
2024Q2,Sligo,Non-Hazardous,Industrial Waste Non-Hazardous,14506.710000000001
2024Q2,,Non-Hazardous,MUNICIPAL SOLID WASTE,15388.420000
Q4 2024,Sligo,Non-Hazardous,O r g a n i c  W a s t e ,9975
2024 Q4,Tipperary,Hazardous,   Chemical Waste  ,14750.460000
01-04-2024,Tipperary,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),
01 April 2024,Tipperary county,Hazardous,INDUSTRIAL HAZARDOUS WASTE,11382
2024Q2,County Tipperary,Hazardous,M e d i c a l  W a s t e ,10784.680000
01/04/2024,Tipperary,Non-Hazardous,AGRICULTURAL WASTE,20577.11
01/04/2024,Tipperary,Non-Hazardous,Construction and Demolition Waste,9718.63
01 April 2024,co. Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,20362.820000
