Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2024_Q2,Laois,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6331.42,78.98
2024_Q2,Laois,Non-Hazardous,Agricultural Waste,Recovery - Composting,6331.42,33.21
2024_Q2,Laois,Non-Hazardous,Agricultural Waste,Disposal - Other,3165.0,73.82
2024_Q2,Laois,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4912.75,63.66
,Laois,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11463.09,50.97
2024_Q2,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8526.39,54.72
2024_Q2,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8526.39,79.41
2024_Q2,Laois,Non-Hazardous,,Recovery - Energy Recovery,4263.2,68.39
2024_Q1,Laois,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5346.73,77.79
2024_Q2,Laois,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3208.04,67.07
2024_Q1,Laois,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,,50.22
2024_Q2,Laois,Non-Hazardous,Organic Waste,Recovery - Composting,15566.24,47.86
2024_Q2,Laois,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6671.25,56.0
2024_Q2,Limerick,Hazardous,Chemical Waste,Disposal - Incineration,17276.38,299.0
2024_Q3,Limerick,Hazardous,Chemical Waste,Disposal - Other,7404.16,78.95
2024_Q2,Limerick,Hazardous,Electronic Waste,Recovery - Recycling,8811.0,160.24
2024_Q2,,Hazardous,Electronic Waste,,979.0,187.98
2024_Q2,Limerick,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,5941.75,56.98
2024_Q2,Limerick,,Industrial Hazardous Waste,Disposal - Other,3961.17,55.06
2024_Q1,Limerick,Hazardous,Medical Waste,Disposal - Incineration,106741.0,513.0
2024_Q1,Limerick,Hazardous,Medical Waste,Disposal - Other,2668.53,336.0
2024_Q2,Limerick,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7175.65,67.0
2024_Q2,Limerick,,Agricultural Waste,Recovery - Composting,7175.65,72.12
2024_Q2,Limerick,Non-Hazardous,Agricultural Waste,Disposal - Other,3587.82,40.76
2024_Q2,Limerick,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6286.84,73.03
2024_Q2,Limerick,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14669.29,59.35
2024_Q2,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6062.82,65.58
2024_Q2,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6062.82,52.62
2024_Q2,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3031.41,64.79
,Limerick,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5834.16,78.18
2024_Q2,Limerick,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3500.5,63.22
2024_Q2,Limerick,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2333.66,69.54
2024_Q2,Limerick,Non-Hazardous,Organic Waste,Recovery - Composting,14391.08,71.52
2024_Q2,Limerick,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6167.6,72.25
2024_Q2,Louth,Hazardous,Chemical Waste,Disposal - Incineration,13009.39,54.45
2024_Q1,Louth,Hazardous,Chemical Waste,Disposal - Other,5575.45,76.13
2024_Q2,Louth,Hazardous,Electronic Waste,Recovery - Recycling,10146.57,75.98
2024_Q2,Louth,Hazardous,Electronic Waste,Disposal - Other,1127.4,51.6
2024_Q2,Louth,Hazardous,Industrial Hazardous Waste,,11056.84,78.0
2024_Q2,Louth,Hazardous,Industrial Hazardous Waste,Disposal - Other,7371.23,55.52
2024_Q2,Louth,Hazardous,Medical Waste,Disposal - Incineration,11259.0,428.69
2024_Q2,Louth,Hazardous,Medical Waste,Disposal - Other,2814.95,52.83
2024_Q2,Louth,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7867.65,44.0
2024_Q1,Louth,Non-Hazardous,Agricultural Waste,Recovery - Composting,7867.65,70.0
2024_Q2,Louth,Non-Hazardous,Agricultural Waste,,3933.83,73.96
2024_Q2,Louth,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5621.95,34.9
2024_Q2,Louth,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13117.88,33.37
2024_Q2,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7337.39,62.97
2024_Q2,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,7337.39,65.41
2024_Q2,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3668.7,58.96
2024_Q2,Louth,,Municipal Solid Waste,Disposal - Landfill,,51.47
2024_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5900.15,61.0
2024_Q2,Louth,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3933.43,68.0
2024_Q2,Louth,Non-Hazardous,Organic Waste,Recovery - Composting,13275.1,59.49
2024_Q2,Louth,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5689.33,78.43
2024_Q2,Mayo,Hazardous,Chemical Waste,Disposal - Incineration,15062.49,67.37
2024_Q1,,Hazardous,Chemical Waste,Disposal - Other,6455.35,378.79
2024_Q2,Mayo,Hazardous,Electronic Waste,Recovery - Recycling,18664.9,52.0
2024_Q4,Mayo,Hazardous,Electronic Waste,Disposal - Other,2073.88,62.65
2024_Q1,,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,4599.0,54.51
2024_Q1,Mayo,Hazardous,Industrial Hazardous Waste,Disposal - Other,3066.42,73.89
2024_Q1,Mayo,Hazardous,Medical Waste,Disposal - Incineration,9233.95,62.86
2024_Q2,Mayo,Hazardous,,Disposal - Other,2308.49,50.61
2024_Q4,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3934.29,33.0
,Mayo,Non-Hazardous,Agricultural Waste,Recovery - Composting,3934.29,50.41
2024_Q2,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Other,1967.15,39.79
2024_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,2163.65,63.81
2024_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,5048.51,53.0
2024_Q2,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,2563.49,63.26
2024_Q2,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,2563.0,57.07
2024_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,1281.74,62.3
2024_Q2,Mayo,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5231.94,60.06
2024_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,,3139.0,70.65
2024_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2092.78,61.0
2024_Q1,Mayo,Non-Hazardous,Organic Waste,Recovery - Composting,4809.6,64.0
2024_Q2,Mayo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2061.26,44.0
2024_Q2,Meath,Hazardous,Chemical Waste,Disposal - Incineration,8632.28,72.63
2024_Q2,Meath,Hazardous,Chemical Waste,Disposal - Other,3699.55,68.98
2024_Q1,Meath,Hazardous,,Recovery - Recycling,16732.49,50.93
,Meath,Hazardous,Electronic Waste,Disposal - Other,1859.17,68.0
2024_Q2,,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11092.5,409.33
2024_Q1,Meath,Hazardous,Industrial Hazardous Waste,Disposal - Other,7395.0,76.6
2024_Q1,Meath,Hazardous,,Disposal - Incineration,,60.22
2024_Q2,Meath,Hazardous,Medical Waste,Disposal - Other,3113.91,66.43
2024_Q2,Meath,Non-Hazardous,Agricultural Waste,Disposal - Landfill,9779.65,51.94
2024_Q2,Meath,Non-Hazardous,Agricultural Waste,Recovery - Composting,9779.65,78.58
2024_Q1,Meath,Non-Hazardous,Agricultural Waste,Disposal - Other,4889.83,70.85
2024_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4901.52,37.0
2024_Q2,Meath,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11436.0,21.82
2024_Q2,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,10410.5,65.0
2024_Q2,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,10410.5,76.2
2024_Q2,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,5205.0,44.66
2024_Q2,Meath,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9085.51,63.0
2024_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5451.3,56.0
2024_Q2,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3634.2,76.33
2024_Q4,Meath,Non-Hazardous,Organic Waste,Recovery - Composting,12288.41,54.52
,Meath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5266.46,70.18
2024_Q2,Monaghan,Hazardous,Chemical Waste,Disposal - Incineration,2606.39,72.87
2024_Q2,Monaghan,Hazardous,Chemical Waste,Disposal - Other,1117.03,54.0
2024_Q1,Monaghan,Hazardous,Electronic Waste,Recovery - Recycling,6092.23,260.77
2024_Q1,Monaghan,Hazardous,Electronic Waste,Disposal - Other,676.91,74.57
2024_Q2,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10095.1,56.0
2024_Q2,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Other,6730.07,62.4
2024_Q2,Monaghan,Hazardous,Medical Waste,Disposal - Incineration,8665.79,61.0
2024_Q2,Monaghan,Hazardous,Medical Waste,Disposal - Other,2166.45,65.97
2024_Q1,Monaghan,Non-Hazardous,Agricultural Waste,Disposal - Landfill,8870.54,63.75
2024_Q2,Monaghan,Non-Hazardous,,Recovery - Composting,8870.54,58.89
2024_Q2,Monaghan,Non-Hazardous,Agricultural Waste,Disposal - Other,,61.54
2024_Q2,Monaghan,Non-Hazardous,Construction and Demolition Waste,,4663.76,52.98
2024_Q4,Monaghan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10882.12,42.97
2024_Q1,Monaghan,Non-Hazardous,Industrial Hazardous Waste,Disposal - Landfill,4337.0,55.41
2024_Q2,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4337.41,57.67
,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,,72.81
2024_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7374.9,56.37
2024_Q2,Monaghan,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4424.94,59.17
2024_Q2,Monaghan,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2949.96,53.0
2024_Q2,Monaghan,Non-Hazardous,Organic Waste,Recovery - Composting,8483.56,72.33
2024_Q1,Monaghan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,,43.55
2024_Q1,Offaly,Hazardous,Chemical Waste,Disposal - Incineration,8035.96,58.17
2024_Q2,Offaly,Hazardous,Chemical Waste,Disposal - Other,3443.98,69.99
2024_Q2,Offaly,Hazardous,Electronic Waste,Recovery - Recycling,10949.0,79.71
2024_Q1,Offaly,Hazardous,Electronic Waste,Disposal - Other,1216.63,63.65
,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10259.0,55.86
2024_Q3,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Other,6839.93,71.92
2024_Q2,Offaly,Hazardous,Medical Waste,Disposal - Incineration,11996.51,522.42
2024_Q2,Offaly,Hazardous,Medical Waste,Disposal - Other,2999.13,54.0
2024_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6087.37,71.06
2024_Q2,Offaly,Non-Hazardous,Agricultural Waste,Recovery - Composting,6087.37,70.56
2024_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Other,3043.0,34.27
2024_Q2,Offaly,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,7409.0,21.6
2024_Q2,Offaly,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,17288.4,20.9
2024_Q2,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6052.3,51.14
2024_Q2,Offaly,Non-Hazardous,Industrial Hazardous Waste,Recovery - Recycling,6052.3,57.0
2024_Q2,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3026.15,60.03
2024_Q2,Offaly,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,11492.36,50.95
2024_Q2,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6895.42,51.0
2024_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4596.94,75.0
2024_Q2,Offaly,Non-Hazardous,Organic Waste,Recovery - Composting,3668.12,46.0
2024_Q2,Offaly,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,1572.05,52.0
2024_Q1,Roscommon,Hazardous,Chemical Waste,Disposal - Incineration,14538.97,332.26
2024_Q1,Roscommon,Hazardous,Chemical Waste,Disposal - Other,,71.28
2024_Q1,Roscommon,Hazardous,Electronic Waste,Recovery - Recycling,15924.44,53.0
2024_Q2,Roscommon,Hazardous,Electronic Waste,,1769.38,211.0
2024_Q2,Roscommon,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10451.03,66.71
2024_Q2,Roscommon,Hazardous,Industrial Hazardous Waste,Disposal - Other,6967.36,368.74
2024_Q2,Roscommon,Hazardous,Medical Waste,Disposal - Incineration,11453.84,66.66
2024_Q3,Roscommon,Hazardous,Medical Waste,Disposal - Other,2863.46,60.8
2024_Q2,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5924.0,55.69
2024_Q2,Roscommon,Non-Hazardous,Agricultural Waste,Recovery - Composting,5924.24,68.29
2024_Q2,Roscommon,Non-Hazardous,Agricultural Waste,Disposal - Other,2962.0,64.0
,Roscommon,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4186.32,24.26
2024_Q2,Roscommon,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9768.07,57.12
2024_Q2,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7282.61,76.35
2024_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,7282.61,75.0
2024_Q1,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3641.0,47.59
2024_Q2,Roscommon,Non-Hazardous,,Disposal - Landfill,8879.49,76.79
2024_Q2,Roscommon,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5327.69,78.47
2024_Q2,Roscommon,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,,67.41
2024_Q1,Roscommon,Non-Hazardous,Organic Waste,Recovery - Composting,13229.87,54.07
2024_Q2,,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5669.95,66.31
2024_Q2,Sligo,Hazardous,Chemical Waste,Disposal - Incineration,15758.22,325.0
2024_Q2,Sligo,Hazardous,Chemical Waste,Disposal - Other,6753.0,75.95
2024_Q1,Sligo,Hazardous,Electronic Waste,Recovery - Recycling,15128.18,74.83
2024_Q1,Sligo,Hazardous,Electronic Waste,Disposal - Other,1680.91,236.94
2024_Q2,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11730.9,61.42
2024_Q1,Sligo,Hazardous,Industrial Hazardous Waste,Disposal - Other,7820.6,60.41
,Sligo,Hazardous,Medical Waste,Disposal - Incineration,9413.4,56.0
2024_Q2,Sligo,,Medical Waste,Disposal - Other,2353.35,350.66
2024_Q2,Sligo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4253.2,52.0
2024_Q1,Sligo,Non-Hazardous,Agricultural Waste,Recovery - Composting,4253.2,48.62
,Sligo,Non-Hazardous,Agricultural Waste,Disposal - Other,2126.6,79.84
2024_Q4,Sligo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4461.0,60.0
2024_Q1,Sligo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10409.01,70.22
2024_Q2,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5802.68,74.0
2024_Q2,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5802.68,67.0
2024_Q2,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2901.34,51.0
2024_Q2,Sligo,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7694.21,60.55
2024_Q2,Sligo,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4616.53,64.6
2024_Q2,Sligo,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3077.68,65.08
2024_Q1,Sligo,Non-Hazardous,Organic Waste,Recovery - Composting,6982.37,65.55
2024_Q2,Sligo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2992.45,66.18
2024_Q2,Tipperary,,Chemical Waste,Disposal - Incineration,10325.32,73.0
2024_Q1,Tipperary,Hazardous,N A N,Disposal - Other,4425.14,71.11
2024_Q2,Tipperary,Hazardous,Electronic Waste,Recovery - Recycling,10044.05,56.92
2024_Q2,Tipperary,Hazardous,Electronic Waste,Disposal - Other,1116.0,79.15
2024_Q1,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6828.97,78.0
2024_Q2,Tipperary,Hazardous,Industrial Hazardous Waste,Disposal - Other,4552.64,72.0
2024_Q2,Tipperary,Hazardous,Medical Waste,Disposal - Incineration,8627.74,412.0
2024_Q2,Tipperary,Hazardous,Medical Waste,Disposal - Other,2156.0,68.94
2024_Q2,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Landfill,8230.84,36.09
2024_Q2,Tipperary,Non-Hazardous,Agricultural Waste,Recovery - Composting,,79.84
2024_Q2,Tipperary,Non-Hazardous,Agricultural Waste,Disposal - Other,41154.2,79.45
2024_Q2,Tipperary,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,2915.59,78.31
2024_Q2,Tipperary,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,6803.04,69.0
2024_Q2,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8145.13,76.0
2024_Q2,Tipperary,Non-Hazardous,N A N,Recovery - Recycling,8145.13,65.0
2024_Q2,Tipperary,Non-Hazardous,,Recovery - Energy Recovery,4072.56,71.15
,Tipperary,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,10415.55,79.2
,Tipperary,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6249.0,56.0
2024_Q2,Tipperary,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4166.0,51.66
2024_Q1,Tipperary,Non-Hazardous,Organic Waste,Recovery - Composting,3970.48,56.0
2024_Q2,Tipperary,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,1701.64,51.1
2024_Q1,Waterford,Hazardous,Chemical Waste,Disposal - Incineration,7431.0,65.37
2024_Q2,Waterford,Hazardous,Chemical Waste,Disposal - Other,3184.76,54.47
2024_Q2,Waterford,Hazardous,Electronic Waste,Recovery - Recycling,14909.81,71.0
2024_Q2,Waterford,Hazardous,Electronic Waste,Disposal - Other,1656.65,287.71
2024_Q2,Waterford,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,13247.56,71.95
2024_Q1,Waterford,Hazardous,Industrial Hazardous Waste,Disposal - Other,8831.71,293.38
2024_Q2,Waterford,Hazardous,Medical Waste,Disposal - Incineration,10148.0,59.21
2024_Q2,Waterford,Hazardous,Medical Waste,Disposal - Other,2537.0,63.13
,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7288.68,57.0
2024_Q2,,Non-Hazardous,Agricultural Waste,Recovery - Composting,7288.68,69.32
2024_Q1,Waterford,Non-Hazardous,Agricultural Waste,Disposal - Other,3644.0,39.43
2024_Q2,Waterford,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5907.26,44.0
2024_Q2,Waterford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13783.61,48.56
2024_Q2,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,,58.53
2024_Q2,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5773.0,76.45
2024_Q2,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2886.93,55.0
,Waterford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,8458.05,70.58
2024_Q2,Waterford,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5074.83,78.88
2024_Q2,Waterford,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3383.22,57.0
2024_Q2,Waterford,Non-Hazardous,Organic Waste,Recovery - Composting,16725.8,77.08
2024_Q2,Waterford,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,7168.2,50.71
2024_Q2,Westmeath,Hazardous,Chemical Waste,Disposal - Incineration,5317.58,60.0
2024_Q2,Westmeath,Hazardous,Chemical Waste,Disposal - Other,2278.96,340.0
2024_Q2,Westmeath,Hazardous,Electronic Waste,Recovery - Recycling,12283.76,79.26
2024_Q1,Westmeath,Hazardous,Electronic Waste,Disposal - Other,1364.86,65.0
2024_Q2,Westmeath,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,16179.32,258.0
2024_Q1,Westmeath,,Industrial Hazardous Waste,Disposal - Other,10786.21,53.0
2024_Q2,Westmeath,Hazardous,Medical Waste,Disposal - Incineration,8741.29,71.0
2024_Q2,Westmeath,Hazardous,Medical Waste,Disposal - Other,2185.32,484.57
2024_Q2,Westmeath,,Agricultural Waste,Disposal - Landfill,7216.38,73.72
2024_Q1,Westmeath,Non-Hazardous,Agricultural Waste,Recovery - Composting,7216.38,51.26
2024_Q2,Westmeath,,Agricultural Waste,Disposal - Other,,30.46
2024_Q2,Westmeath,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4295.0,54.0
2024_Q2,Westmeath,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10022.0,70.0
2024_Q2,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5103.0,68.85
2024_Q2,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5103.54,71.44
2024_Q2,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2551.0,49.41
,Westmeath,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,10037.11,69.9
2024_Q4,Westmeath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6022.27,66.0
,Westmeath,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4014.84,60.49
2024_Q1,Westmeath,Non-Hazardous,Organic Waste,Recovery - Composting,9728.35,77.88
2024_Q1,Westmeath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4169.29,72.99
2024_Q1,Wexford,Hazardous,Chemical Waste,,6351.35,63.0
2024_Q2,Wexford,Hazardous,Chemical Waste,,2722.01,63.34
2024_Q2,Wexford,Hazardous,Electronic Waste,Recovery - Recycling,19882.38,52.7
2024_Q1,Wexford,Hazardous,Electronic Waste,Disposal - Other,2209.15,260.62
2024_Q2,Wexford,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,6865.43,65.0
2024_Q1,Wexford,Hazardous,,Disposal - Other,4576.95,63.65
2024_Q2,Wexford,Hazardous,Medical Waste,Disposal - Incineration,12699.0,72.76
2024_Q1,Wexford,Hazardous,Medical Waste,Disposal - Other,3174.0,57.56
2024_Q2,Wexford,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6167.0,67.0
2024_Q2,Wexford,Non-Hazardous,Agricultural Waste,Recovery - Composting,6167.76,75.69
2024_Q2,Wexford,Non-Hazardous,Agricultural Waste,Disposal - Other,3083.88,38.38
2024_Q2,Wexford,,Construction and Demolition Waste,Disposal - Landfill,4438.26,75.89
2024_Q1,Wexford,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,10355.94,54.43
2024_Q2,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5609.88,49.0
2024_Q1,Wexford,Non-Hazardous,,Recovery - Recycling,5609.88,54.0
2024_Q2,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2804.0,64.0
2024_Q2,Wexford,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3430.35,73.01
2024_Q2,Wexford,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2058.21,72.04
2024_Q2,Wexford,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1372.14,71.55
2024_Q1,Wexford,Non-Hazardous,N A N,,6932.45,74.49
2024_Q1,Wexford,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2971.05,67.1
2024_Q2,Wicklow,Hazardous,Chemical Waste,Disposal - Incineration,8320.21,278.27
2024_Q2,Wicklow,Hazardous,Chemical Waste,Disposal - Other,3565.8,277.0
2024_Q1,Wicklow,Hazardous,Electronic Waste,Recovery - Recycling,18590.07,78.84
2024_Q2,Wicklow,Hazardous,Electronic Waste,Disposal - Other,2065.56,56.0
2024_Q2,Wicklow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,14339.19,406.0
2024_Q1,Wicklow,,Industrial Hazardous Waste,Disposal - Other,,61.47
2024_Q2,Wicklow,Hazardous,Medical Waste,Disposal - Incineration,7345.0,73.0
2024_Q2,Wicklow,Hazardous,Medical Waste,Disposal - Other,1836.27,55.0
2024_Q1,Wicklow,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5831.5,64.91
2024_Q2,,Non-Hazardous,Agricultural Waste,Recovery - Composting,5831.5,50.88
2024_Q2,Wicklow,Non-Hazardous,Agricultural Waste,Disposal - Other,2915.75,56.8
2024_Q2,Wicklow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4648.58,59.71
2024_Q2,Wicklow,Non-Hazardous,Construction and Demolition Waste,,10846.7,65.0
,Wicklow,Non-Hazardous,Industrial Hazardous Waste,Disposal - Landfill,5884.0,61.05
2024_Q2,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5884.04,70.44
,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2942.02,67.0
2024_Q2,Wicklow,,Municipal Solid Waste,Disposal - Landfill,11654.65,73.0
2024_Q2,Wicklow,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6992.79,50.34
2024_Q4,Wicklow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4661.86,70.32
,Wicklow,Non-Hazardous,Organic Waste,Recovery - Composting,10896.01,71.96
2024_Q1,Wicklow,Non-Hazardous,Organic Waste,,4669.72,57.9
2024_Q1,Antrim,Hazardous,Chemical Waste,Disposal - Incineration,12068.0,265.19
2024_Q3,Antrim,Hazardous,Chemical Waste,Disposal - Other,5172.35,76.52
2024_Q3,Antrim,Hazardous,Electronic Waste,Recovery - Recycling,19623.0,59.13
2024_Q3,Antrim,Hazardous,,Disposal - Other,2180.37,71.57
2024_Q3,,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12691.06,64.4
2024_Q3,Antrim,Hazardous,Industrial Hazardous Waste,Disposal - Other,8460.71,53.74
2024_Q3,Antrim,Hazardous,Medical Waste,,12452.66,570.35
